city,country,longitude,latitude,sqm,total_rooms,max_guests,has_wifi,has_pool,distance_to_center,distance_to_sea,typeOfRental,nombre_etoiles,rental_rent
Abu Dhabi,UAE,54.336003562070104,24.412269113487692,18,1,4,1,0,12.74,13.18,DAILY,5,267195917318464640
New York,USA,-73.9786833505962,40.66997036018463,47,2,3,0,0,4.64,17.96,DAILY,5,304828533995639872
Chicago,USA,-87.66879555033213,41.88617595741122,109,3,8,0,0,14.66,19.58,DAILY,3,245969638386123520
New York,USA,-74.0190623465421,40.70735905847568,39,2,6,1,0,6.85,15.81,DAILY,3,245211834630038752
Sevilla,Spain,-5.945590521430395,37.40773979872736,52,1,4,1,0,7.1,3.65,DAILY,1,77525411056350784
Madrid,Spain,-3.7260723532287274,40.384721474757136,139,4,10,0,0,9.57,9.7,DAILY,4,215375221019581280
Rabat,Morocco,-6.835286315231607,34.040835613704694,134,3,5,1,1,13.94,7.62,DAILY,1,43795365610092512
Tangier,Morocco,-5.850397991243966,35.72917723840658,182,5,10,1,1,12.6,2.97,DAILY,1,70006624646204520
Marrakech,Morocco,-7.991704358592348,31.599529809358753,127,3,6,0,1,1.02,4.72,DAILY,2,65283440910544488
Madrid,Spain,-3.718642800421872,40.43288775362213,99,2,6,0,1,11.97,17.23,DAILY,5,242888123371811648
Miami,USA,-80.14683955432456,25.79134987196219,33,1,3,0,0,0.61,3.15,DAILY,5,305905828063138240
Dubai,UAE,55.246984731697786,25.201617392936605,90,2,3,1,0,8.11,4.65,DAILY,4,255164806189751296
Marseille,France,5.4107768176707145,43.25728231462316,178,6,14,1,0,10.49,15.88,DAILY,1,177379030272954944
Tangier,Morocco,-5.8818798990289665,35.753082201468644,89,3,8,1,0,0.64,7.38,DAILY,1,37490662546463904
Marrakech,Morocco,-8.017903171689506,31.59321272282525,55,2,5,0,0,4.51,17.5,DAILY,1,21877695049028884
Los Angeles,USA,-118.28052387598537,34.08274085087216,106,3,5,0,1,11.9,19.11,DAILY,1,209908491190990240
Valencia,Spain,-0.35207055026680634,39.43521402950619,145,5,12,1,1,7.89,17.51,DAILY,2,209609323627833600
Abu Dhabi,UAE,54.37740287342196,24.483135131457804,123,3,6,1,0,12.72,19.64,DAILY,3,270496610614556544
Abu Dhabi,UAE,54.37049751889884,24.409853989976146,155,4,8,0,0,14.75,13.52,DAILY,1,173958891916205248
Los Angeles,USA,-118.25538147219288,34.012423303686106,128,3,8,0,0,2.38,15.09,DAILY,3,296567137683970368
Tangier,Morocco,-5.856657057603384,35.76799106060911,105,3,6,0,0,6.71,14.04,DAILY,5,67984512204225352
Los Angeles,USA,-118.20650472663989,34.02451582657219,109,4,9,0,1,9.61,19.47,DAILY,3,359872909147463424
Marrakech,Morocco,-7.996644490744055,31.631896151273075,80,2,3,0,1,1.19,9.11,DAILY,5,75311384290269616
New York,USA,-74.01292563547068,40.740736546901495,15,1,4,0,0,0.87,0.16,DAILY,4,256223587753683424
Los Angeles,USA,-118.27698228073048,34.0978635055142,183,5,9,1,1,5.66,10.33,DAILY,2,365565193465191552
Lyon,France,4.8564001940941495,45.79172540194244,63,1,1,0,0,7.47,3.83,DAILY,3,136225453499191184
Barcelona,Spain,2.173304635020131,41.40847866330005,66,2,6,1,0,10.9,6.87,DAILY,5,195704000912551712
Tangier,Morocco,-5.881896253020275,35.75278076449194,75,2,6,0,1,5.0,11.7,DAILY,1,44851149431982688
New York,USA,-74.05556460575222,40.68342446896073,16,1,4,0,0,3.52,2.4,DAILY,3,199984451114644512
Dubai,UAE,55.263869488492816,25.225482660944635,172,4,9,0,0,10.57,14.58,DAILY,2,262709011585828096
Chicago,USA,-87.59929297871818,41.895311345670116,82,2,4,1,0,8.68,1.77,DAILY,2,211225016644285248
Madrid,Spain,-3.7446918487915384,40.46545139175389,139,4,10,0,1,14.1,11.43,DAILY,4,240427797300246560
Miami,USA,-80.17603962148246,25.811089054846708,62,2,3,1,0,9.63,3.88,DAILY,1,132977149311660432
Valencia,Spain,-0.39987265689598656,39.48618378261978,33,1,3,1,0,5.13,16.84,DAILY,2,84446728200026368
Casablanca,Morocco,-7.608764065353876,33.620202401186724,117,3,5,1,1,3.06,2.08,DAILY,5,88075177188548000
Dubai,UAE,55.266537755050116,25.237428700510847,46,1,4,0,0,12.26,19.91,DAILY,4,222374466415201824
Marseille,France,5.333673088406706,43.316897790360194,22,1,3,1,0,8.15,12.7,DAILY,3,125763738765685280
New York,USA,-74.0137738334835,40.74319473223482,200,5,12,1,1,12.15,5.54,DAILY,5,517426580351893056
Abu Dhabi,UAE,54.41150002394385,24.477910651195064,22,1,2,0,0,6.0,12.75,DAILY,1,71628790411861824
Marseille,France,5.364145773959098,43.296555770702,76,3,5,1,1,11.79,19.09,DAILY,4,242765218921683584
Casablanca,Morocco,-7.5445742257089226,33.541115291194814,41,2,3,1,0,12.55,7.23,DAILY,2,33578290854769488
Marrakech,Morocco,-7.93314887620509,31.60193151904965,153,5,11,1,0,8.58,17.24,DAILY,1,42254131810505240
Chicago,USA,-87.64212537469321,41.86177251335283,196,5,10,0,0,12.86,18.97,DAILY,2,272804567981488672
Casablanca,Morocco,-7.563198876328578,33.57020859382043,157,4,9,0,0,1.71,2.27,DAILY,3,63036687567896544
Rabat,Morocco,-6.8905801802157,34.06947761398595,157,5,10,1,0,7.92,16.95,DAILY,5,75304920737249088
Tangier,Morocco,-5.866865310676466,35.7932044231307,172,4,8,1,0,5.28,8.99,DAILY,5,85928870665849136
Miami,USA,-80.19126413684293,25.77129705948802,44,1,3,1,0,8.13,7.97,DAILY,2,156870584860490176
Los Angeles,USA,-118.23422439825126,34.07133572411025,136,4,9,0,0,3.77,10.66,DAILY,3,271850785931775200
Miami,USA,-80.17754628288488,25.810711910051243,188,6,12,1,0,0.54,14.49,DAILY,4,482848459985148416
New York,USA,-73.99757302177146,40.69141571057074,127,3,5,0,1,5.8,15.19,DAILY,4,392173436715272256
Abu Dhabi,UAE,54.37401492077153,24.47802390256116,66,2,5,1,1,14.97,13.63,DAILY,3,295294863273108096
Paris,France,2.3494579488922804,48.84883283008267,141,4,7,0,1,14.57,12.97,DAILY,1,187805731252421696
Tangier,Morocco,-5.878416195221593,35.79440764023985,75,3,5,1,0,14.85,8.86,DAILY,1,26497687061132228
Marrakech,Morocco,-8.02226093517949,31.666046463187833,27,1,1,0,0,2.12,9.78,DAILY,5,53810851393492720
Valencia,Spain,-0.33058514380027604,39.46697567529761,108,3,7,0,0,4.34,9.55,DAILY,4,189351490799354496
Dubai,UAE,55.317736362535136,25.229755794659468,28,1,2,1,0,10.33,9.18,DAILY,4,220535641485333312
Chicago,USA,-87.62625277401256,41.886714486249694,16,1,1,0,0,10.63,13.29,DAILY,4,206961874125043808
Sevilla,Spain,-6.008006620012991,37.433405339393126,168,5,12,1,0,6.22,7.45,DAILY,1,130731606435981200
Casablanca,Morocco,-7.599028046092533,33.616876210300724,182,6,14,1,0,9.02,9.85,DAILY,2,58051952428433696
Chicago,USA,-87.66680522323948,41.89433480347885,164,4,7,0,0,11.07,7.13,DAILY,5,356860466820637312
Barcelona,Spain,2.2218436375435067,41.41370583398988,58,1,3,0,1,9.61,15.57,DAILY,5,219726705935589472
Tangier,Morocco,-5.787752587673174,35.723675467302904,122,3,6,0,1,4.25,5.59,DAILY,5,89136829970879040
Nice,France,7.26025841904992,43.694702464753256,54,1,4,1,0,4.72,4.01,DAILY,4,197048940249101536
New York,USA,-73.97381275750041,40.67144705788266,73,2,3,1,0,7.69,8.63,DAILY,5,283331095987651648
Casablanca,Morocco,-7.593161987327613,33.589884708885464,25,1,1,1,0,12.02,18.98,DAILY,1,14974150633329842
Nice,France,7.293395986705201,43.70513807171233,166,5,10,0,1,14.51,3.8,DAILY,5,370980663182241856
Miami,USA,-80.18266975715663,25.808591603491553,69,1,2,1,0,10.24,5.95,DAILY,4,250457350860589952
Dubai,UAE,55.29577999556829,25.206554793837274,24,1,2,0,0,14.24,7.06,DAILY,2,105837774508718272
Valencia,Spain,-0.4228547973893566,39.45315147999106,43,2,3,1,0,2.48,17.45,DAILY,5,159983214115232352
New York,USA,-73.99208391884397,40.73655839388138,71,2,3,1,1,0.27,9.5,DAILY,5,424785787882324672
Dubai,UAE,55.29192083267737,25.172009145466006,33,1,1,1,0,9.68,17.53,DAILY,4,216936302984389376
Chicago,USA,-87.59227443133123,41.86770262795867,82,2,5,0,0,9.64,4.3,DAILY,4,298462635187548608
Abu Dhabi,UAE,54.42131830790693,24.4342794502347,119,3,5,1,0,7.83,7.11,DAILY,2,202017044166228800
Lyon,France,4.829064810909286,45.78796313701727,93,3,8,0,0,5.45,18.75,DAILY,2,164945059354955520
Marseille,France,5.4133690368244896,43.3304674104685,88,2,3,1,0,11.2,17.56,DAILY,1,80164416501213408
Marrakech,Morocco,-8.030432849123642,31.646768941611775,75,3,5,0,0,10.39,14.43,DAILY,3,46327894891184152
Marseille,France,5.3262907049493595,43.345509992055,79,3,5,0,1,8.02,1.95,DAILY,1,181068106649884416
Dubai,UAE,55.28808985934534,25.206975400825407,36,1,2,0,0,0.94,14.13,DAILY,3,185125844728995680
Casablanca,Morocco,-7.552931417402475,33.62307025127694,83,3,6,0,1,4.99,8.68,DAILY,4,69622008102107072
Rabat,Morocco,-6.8444843436524705,34.070318679344204,191,6,12,0,0,14.14,1.43,DAILY,1,55609382783654824
Miami,USA,-80.23612903632751,25.798183745548897,112,4,9,0,1,11.92,19.75,DAILY,5,449462770697879296
Marseille,France,5.40296059017706,43.255190257315355,95,3,6,1,0,1.11,13.5,DAILY,3,205489587623112352
Casablanca,Morocco,-7.599451362177014,33.6079766328132,175,5,9,1,0,10.93,8.41,DAILY,2,50300047100103672
Miami,USA,-80.15066651742332,25.780957637934797,84,3,5,1,1,12.13,0.58,DAILY,1,281968683133494720
Barcelona,Spain,2.148221325337427,41.35746077951949,126,4,9,0,1,0.65,7.34,DAILY,4,240753428681674048
Marrakech,Morocco,-7.957343654792965,31.64298863332609,82,3,5,1,1,4.2,5.32,DAILY,5,82493198988283376
Barcelona,Spain,2.2230213892951056,41.37929700113416,91,3,7,0,0,2.22,8.56,DAILY,2,127125938285022080
Tangier,Morocco,-5.796706224738964,35.80333526777964,53,1,4,1,0,12.83,5.8,DAILY,4,53230461394119328
New York,USA,-73.96301559383035,40.75489210291797,106,4,10,0,0,7.09,6.61,DAILY,2,259789620626511776
Abu Dhabi,UAE,54.4075127939232,24.495109560557573,92,3,7,1,0,8.79,14.33,DAILY,5,341699598375468736
Los Angeles,USA,-118.25659834571614,34.065589185084036,116,4,8,0,0,3.04,16.94,DAILY,1,171190070108966976
Sevilla,Spain,-5.975490252435465,37.3719634735638,128,4,9,1,0,12.37,5.37,DAILY,1,115493822397349936
Abu Dhabi,UAE,54.352805019942856,24.489434083900296,151,5,10,1,1,1.22,15.31,DAILY,2,313958419847507968
Sevilla,Spain,-5.988672503528799,37.34479421482096,146,5,9,0,0,8.15,16.4,DAILY,1,99232924886384304
Madrid,Spain,-3.6632665721903526,40.43128216310434,160,4,7,0,0,14.95,8.56,DAILY,2,127434208799092288
Abu Dhabi,UAE,54.338447085606134,24.460596975334852,187,5,10,1,1,14.04,19.6,DAILY,3,360917474905283008
Rabat,Morocco,-6.833306041096675,34.06551545321859,172,4,10,1,0,4.39,5.2,DAILY,2,57037152778407880
Barcelona,Spain,2.156140494244967,41.36405054483671,140,4,9,0,0,10.9,4.19,DAILY,5,250888276914852384
Dubai,UAE,55.25662151808471,25.201945294033738,139,4,9,0,0,14.58,4.75,DAILY,3,294268077914469376
Casablanca,Morocco,-7.617298651052111,33.58418840251384,92,2,6,1,1,8.23,8.91,DAILY,4,70911546819646816
Rabat,Morocco,-6.8312089627417985,33.98736586323861,77,3,6,1,0,14.52,8.36,DAILY,4,56572072751315056
Dubai,UAE,55.23256500163065,25.19245645466071,72,2,3,1,0,8.78,12.74,DAILY,3,215195685309578816
New York,USA,-73.98449723628923,40.69423254792008,90,2,6,0,1,1.16,12.36,DAILY,5,461399073181541760
Rabat,Morocco,-6.795564677912266,33.97691156376271,22,1,4,0,0,13.05,6.3,DAILY,5,54768230963941768
Tangier,Morocco,-5.812337398862433,35.715806816147534,116,3,5,1,1,2.97,11.24,DAILY,5,89080698673849136
Los Angeles,USA,-118.23735571905651,34.10087107736482,94,3,7,1,0,6.91,18.22,DAILY,2,235154210196099808
Dubai,UAE,55.22914132130393,25.204880746925046,35,2,4,1,0,14.44,16.87,DAILY,4,209537049343528288
Marseille,France,5.362131013098706,43.264634748023006,184,5,11,1,1,14.24,14.09,DAILY,3,276239054610062816
Paris,France,2.35250283422409,48.83670126200306,196,6,13,0,1,8.47,1.29,DAILY,5,446886096198442112
Paris,France,2.380997528625486,48.869395384099235,37,1,4,0,0,1.64,12.51,DAILY,2,131759293546652064
Casablanca,Morocco,-7.545069052474808,33.585859559393505,107,3,6,1,1,8.66,12.78,DAILY,1,45277614988298224
Nice,France,7.2619842509131765,43.67200237758495,170,4,7,1,0,13.44,9.13,DAILY,2,189283533894204096
Barcelona,Spain,2.128966437987784,41.41930714564656,111,4,7,0,0,12.54,8.66,DAILY,2,118707992901339424
Dubai,UAE,55.296395849783124,25.210069703060267,92,3,6,0,1,4.4,5.13,DAILY,3,312411727331225600
Tangier,Morocco,-5.861445923891453,35.765767974078564,26,1,1,1,0,5.18,12.07,DAILY,2,28231401993686192
Dubai,UAE,55.29247543749816,25.163706803048346,52,2,6,0,1,0.36,7.62,DAILY,1,197170767114889312
Dubai,UAE,55.318174055152674,25.21446693439288,62,2,3,0,1,8.34,14.7,DAILY,1,173017678179442336
Abu Dhabi,UAE,54.362805891339605,24.459663883757116,102,3,5,1,0,3.68,0.24,DAILY,1,180054881664644608
Abu Dhabi,UAE,54.37413829430108,24.491976307055804,47,1,2,1,0,3.36,0.8,DAILY,3,181697864057525120
Marseille,France,5.347130593736037,43.249022717807115,31,1,4,0,0,9.19,8.95,DAILY,4,176508297753146560
Lyon,France,4.8229551583125625,45.812437839531405,84,3,5,1,0,14.96,19.47,DAILY,1,105829711047849296
Casablanca,Morocco,-7.54657715815507,33.53790448140475,157,4,7,0,1,12.83,7.08,DAILY,1,48637699902080608
Barcelona,Spain,2.186688748065175,41.38893903185959,127,3,8,1,1,13.26,6.32,DAILY,2,194516569787873728
Marseille,France,5.332794394877939,43.28314770052302,24,1,3,0,0,8.34,15.49,DAILY,2,94290609676637232
Casablanca,Morocco,-7.629024662714156,33.57411445070548,105,4,9,1,0,8.73,13.29,DAILY,3,59743285584849520
Los Angeles,USA,-118.20328226688251,34.07286460690043,182,5,10,0,1,0.81,2.0,DAILY,1,411639430558442496
Abu Dhabi,UAE,54.38174401619316,24.424255871843886,177,6,12,1,0,4.88,2.0,DAILY,3,318976375917373440
Abu Dhabi,UAE,54.37485161007682,24.499018272557553,80,3,7,1,0,11.48,13.12,DAILY,2,174604560102561632
Lyon,France,4.786094807458593,45.80750475397636,156,4,10,0,0,7.73,1.77,DAILY,3,285755888453298912
Abu Dhabi,UAE,54.418590124721604,24.411357650010068,44,2,3,1,0,5.23,1.16,DAILY,3,190515377387773664
Madrid,Spain,-3.722622742293837,40.41715392076611,67,1,4,0,1,11.68,13.02,DAILY,1,119337823864343584
Madrid,Spain,-3.728741391257444,40.44457626597347,35,2,3,1,0,10.28,17.47,DAILY,2,90014454799615520
Chicago,USA,-87.6461763251232,41.88582867369377,35,2,5,0,0,2.72,12.79,DAILY,3,201580789062836064
Miami,USA,-80.22585292118214,25.74275065089624,147,4,10,1,1,14.3,16.08,DAILY,4,454432936783282560
Chicago,USA,-87.60743505322269,41.92802069133753,32,1,4,0,0,11.04,13.21,DAILY,1,88095509499502976
Casablanca,Morocco,-7.599808283372452,33.575835334392735,115,3,5,1,0,9.5,9.56,DAILY,2,38233710790269824
Lyon,France,4.790327778903886,45.78154115841364,153,4,10,1,0,7.51,18.34,DAILY,5,274033934252037920
Madrid,Spain,-3.6793161163097934,40.37064281587305,49,2,4,0,0,8.26,5.08,DAILY,1,63800279302010928
Dubai,UAE,55.306110297708855,25.19520651027306,63,1,4,0,1,13.48,16.38,DAILY,2,219040019514190048
Dubai,UAE,55.318333426636684,25.250387703225105,171,5,12,1,0,8.73,18.27,DAILY,5,464299580849855424
Sevilla,Spain,-6.0150068372273084,37.419703625205265,62,2,5,1,1,12.88,15.69,DAILY,5,207235373714324672
Casablanca,Morocco,-7.583607990297005,33.61925258814115,51,1,3,0,0,11.79,12.19,DAILY,3,40087769043436184
Abu Dhabi,UAE,54.36061718752534,24.43349096713954,114,4,10,1,0,9.92,15.34,DAILY,3,294119907206767872
Dubai,UAE,55.22165490127717,25.249951031976842,41,1,4,0,0,0.59,19.61,DAILY,5,307599549675811520
Marrakech,Morocco,-8.004586219770571,31.633631762686683,67,2,6,0,0,13.7,4.83,DAILY,3,52641888077889240
Paris,France,2.3295445630556846,48.87056578045702,32,1,2,0,0,3.53,5.59,DAILY,1,67079675624367104
Marseille,France,5.349721240668054,43.271949602114994,22,1,2,0,0,12.68,10.04,DAILY,3,127151091856652528
Los Angeles,USA,-118.19568341806557,34.06228247103412,89,3,6,1,0,6.51,11.41,DAILY,2,211946638951454016
New York,USA,-73.96381211295981,40.68801673609125,125,4,7,1,0,0.67,7.03,DAILY,1,248342286197604608
Los Angeles,USA,-118.24737917936079,34.03407527136107,31,1,4,1,0,12.4,17.55,DAILY,5,282787176998491552
Los Angeles,USA,-118.22680731985926,34.01284352448833,125,3,8,0,0,2.53,13.83,DAILY,4,391780237931851008
Barcelona,Spain,2.179590009786335,41.368698650008916,36,2,5,1,0,2.71,17.97,DAILY,1,81779074951341264
Tangier,Morocco,-5.866006023263764,35.76863803318213,100,3,5,1,0,0.47,16.88,DAILY,5,72244002146126272
Chicago,USA,-87.60014699651623,41.89720850773748,169,5,10,1,1,10.67,11.29,DAILY,2,322796078952675456
Paris,France,2.3032144308132945,48.902393372698704,73,3,6,1,1,12.23,7.86,DAILY,5,327982680498007104
Abu Dhabi,UAE,54.34192339522161,24.42299367168885,38,1,4,0,0,5.56,17.04,DAILY,1,87828967496053216
Los Angeles,USA,-118.23596605649878,34.093181353248525,155,4,7,0,1,2.83,16.37,DAILY,2,325084515523700288
Tangier,Morocco,-5.819464454213918,35.76305053424279,22,1,4,1,0,9.95,10.41,DAILY,1,22911670840834100
Madrid,Spain,-3.72027247656064,40.4127389592444,41,2,6,1,0,7.1,15.99,DAILY,4,162375574360447424
Marseille,France,5.375738362947999,43.332370507281524,169,5,11,0,1,1.81,1.32,DAILY,2,294284336146143424
Los Angeles,USA,-118.20464628521844,34.050294844142456,43,2,4,0,0,3.14,0.73,DAILY,2,187843183864344000
Casablanca,Morocco,-7.639640279713305,33.55524354541109,15,1,1,1,0,0.46,16.31,DAILY,2,25190511761251756
Sevilla,Spain,-5.949069883615355,37.389386380730016,150,5,9,0,0,14.2,3.55,DAILY,4,202741034441883040
Lyon,France,4.798333516572366,45.72087300806353,91,3,8,0,0,6.51,2.28,DAILY,4,216904104370401600
Sevilla,Spain,-5.972795876460807,37.390968818456656,63,2,6,1,0,10.31,4.25,DAILY,4,174485556059887616
Marseille,France,5.33036680976042,43.291828960814144,184,5,11,0,0,2.75,14.06,DAILY,4,273766466928772480
Tangier,Morocco,-5.848164674916319,35.74838764255381,75,2,5,1,1,4.29,17.58,DAILY,5,77388107429687520
Madrid,Spain,-3.7455053339063578,40.400395520637396,81,2,5,1,1,4.46,13.81,DAILY,2,165882488993293376
Dubai,UAE,55.314218189128496,25.197482668620594,22,1,3,1,0,3.05,1.94,DAILY,1,115323585804959216
Madrid,Spain,-3.750727506840876,40.374809173480116,86,2,4,1,1,6.58,5.08,DAILY,2,138845729010310672
Abu Dhabi,UAE,54.34535875975071,24.496174315857708,36,1,4,1,0,3.84,5.05,DAILY,4,249959675915655296
Los Angeles,USA,-118.22761014520455,34.027363025956724,98,3,5,0,0,5.85,10.01,DAILY,3,227127192054874464
Abu Dhabi,UAE,54.3835157292371,24.46149914402367,109,4,10,1,1,12.09,15.3,DAILY,5,413245517324899008
Marrakech,Morocco,-8.02183992374444,31.620319253298938,114,4,10,0,1,12.59,8.75,DAILY,2,59207591262498664
New York,USA,-73.96576280049372,40.69733264259709,15,1,4,0,0,14.02,9.88,DAILY,4,242826845253775712
Madrid,Spain,-3.6915860442520043,40.42516471976979,16,1,4,0,0,11.57,3.47,DAILY,2,79761469859791968
Marrakech,Morocco,-7.99280222243779,31.627713821012314,58,1,4,1,1,4.45,9.72,DAILY,1,39554848212218000
Chicago,USA,-87.58448590098479,41.855585687544625,36,1,2,0,0,0.57,3.86,DAILY,4,246398606342299168
Rabat,Morocco,-6.858191047524764,34.052149730904645,71,3,6,0,1,8.31,4.69,DAILY,1,39600666760881160
Valencia,Spain,-0.378752574921382,39.431780659213715,107,3,7,0,1,8.82,6.91,DAILY,5,258411196222074464
Sevilla,Spain,-5.950061086340677,37.39959779355987,99,3,6,1,0,6.91,18.48,DAILY,1,84293553178331056
Sevilla,Spain,-5.939184075438115,37.39682386682106,157,4,9,1,0,9.48,4.41,DAILY,4,206811562728840896
Los Angeles,USA,-118.218840944133,34.098140390374965,173,5,11,1,0,13.86,7.16,DAILY,5,461161446158716928
Barcelona,Spain,2.162384702084159,41.41787267645558,192,6,14,1,1,0.19,18.29,DAILY,3,290073574465583296
Los Angeles,USA,-118.22412617276545,34.054744726545906,69,2,4,1,0,8.69,11.87,DAILY,2,173179794946046176
Madrid,Spain,-3.6708439024262494,40.4027202556073,192,5,11,0,0,9.69,18.11,DAILY,4,220895962371104960
Rabat,Morocco,-6.841090110163899,34.00010891433513,185,6,13,1,1,14.49,12.48,DAILY,3,89011574409997520
Barcelona,Spain,2.1974287216478463,41.34208182571072,156,4,10,0,1,9.01,10.32,DAILY,2,198976214320492352
Rabat,Morocco,-6.836963292504303,34.03633013161545,173,5,9,0,0,9.59,9.42,DAILY,2,51792983569897672
Tangier,Morocco,-5.804523085793702,35.74756732159352,75,3,8,0,1,3.6,1.86,DAILY,5,86279794696642000
Sevilla,Spain,-6.002811106841494,37.39313638066846,178,5,9,0,0,6.12,8.18,DAILY,2,135964110401526336
Sevilla,Spain,-5.994770863099125,37.387184083215345,175,6,12,1,1,11.12,14.49,DAILY,1,169425227732702656
Miami,USA,-80.16129683300237,25.735410227032578,195,5,11,0,1,6.82,3.54,DAILY,2,450264338739576448
Nice,France,7.252296260620412,43.68959989918076,87,3,6,1,0,5.55,13.26,DAILY,3,181916376832264320
Marrakech,Morocco,-8.007730987242349,31.606173386634474,82,2,5,1,0,12.21,17.84,DAILY,5,71826216669195736
Marrakech,Morocco,-7.981420202659696,31.6683288529385,177,5,12,1,1,7.01,13.44,DAILY,5,94019899693230800
New York,USA,-74.01751369271474,40.706804140372725,117,3,6,1,1,12.92,18.73,DAILY,2,293948643775482176
Nice,France,7.299452109693447,43.672907178973674,135,4,9,0,0,3.45,8.62,DAILY,5,275386466754960864
Valencia,Spain,-0.35819407234438305,39.420212791297686,113,3,7,0,1,6.3,1.76,DAILY,3,195175651393342432
Chicago,USA,-87.64457616498494,41.919366582561004,180,5,11,0,1,6.83,18.42,DAILY,4,448623094268830016
Casablanca,Morocco,-7.572246022299192,33.55008089127194,145,4,9,0,1,12.25,16.48,DAILY,1,55288640284082280
Casablanca,Morocco,-7.6069307276979234,33.527740974854936,97,3,8,0,1,13.23,1.82,DAILY,5,87318588056731296
Miami,USA,-80.16702707307573,25.807164768041666,182,5,10,0,0,10.06,3.05,DAILY,2,331731021583876160
Dubai,UAE,55.288346626025664,25.156839469938074,83,3,8,0,1,7.36,15.95,DAILY,3,282667042426259296
Marrakech,Morocco,-7.946902914582942,31.613223840781497,77,2,4,1,1,4.69,16.31,DAILY,3,66196382087771248
Paris,France,2.307205712483311,48.835094382725956,42,2,3,0,0,6.22,10.78,DAILY,2,101499379831245520
Madrid,Spain,-3.711698064919803,40.41641187430273,130,4,8,1,0,10.43,14.83,DAILY,2,149400478286598880
Dubai,UAE,55.316673862672275,25.219149801694194,161,5,10,0,1,6.79,2.02,DAILY,2,395104330080109888
New York,USA,-73.99583828666073,40.698748222713185,123,4,9,0,1,12.97,19.38,DAILY,2,341755369554128576
Madrid,Spain,-3.713559061326666,40.383627287845414,86,3,5,0,0,10.5,2.62,DAILY,3,136983899955018672
Tangier,Morocco,-5.858024977882718,35.74688979300816,43,2,3,1,0,4.22,15.54,DAILY,2,32846332452893560
Paris,France,2.386653545659916,48.87850700673149,79,3,6,0,1,9.79,17.88,DAILY,3,215578297473644960
Valencia,Spain,-0.3749849532235908,39.49200698209143,49,1,4,1,0,13.09,3.23,DAILY,5,181640025057232704
Los Angeles,USA,-118.28715759430324,34.07048600455349,97,3,7,0,1,7.51,19.5,DAILY,2,279686777647761792
Chicago,USA,-87.67874845464468,41.92130062190737,23,1,2,0,0,7.54,10.35,DAILY,3,171463987546572160
Dubai,UAE,55.26646934552361,25.204282360954352,145,5,12,1,0,9.03,0.5,DAILY,1,335684706667735296
Madrid,Spain,-3.7131388046135396,40.41891509200803,52,2,4,0,0,10.01,13.41,DAILY,4,146912043574951424
Marrakech,Morocco,-8.030331881100146,31.582900778352187,192,6,13,0,1,9.93,8.36,DAILY,1,67940697521223992
Lyon,France,4.868261318040321,45.74347455043852,135,3,8,0,0,0.65,1.53,DAILY,3,236607121227420832
Paris,France,2.340999936161454,48.822193317080945,73,2,5,0,0,12.73,4.73,DAILY,1,109087543901004656
New York,USA,-74.05155838854799,40.71476104595032,23,1,2,0,0,1.67,0.7,DAILY,5,291953257200039104
Abu Dhabi,UAE,54.34721601314041,24.468620788293418,158,4,9,1,1,12.18,1.3,DAILY,4,473516644684998592
Lyon,France,4.79144304332943,45.76395959664387,94,3,6,0,0,12.33,0.84,DAILY,5,262335377872731968
Abu Dhabi,UAE,54.34861522939557,24.477078953183202,152,4,8,1,1,11.2,12.93,DAILY,5,398956028687022336
Tangier,Morocco,-5.845693989257317,35.80857715460788,156,5,9,1,0,7.23,5.71,DAILY,4,75742468927355104
Lyon,France,4.836242933157521,45.74628240015706,73,3,5,1,1,7.17,3.69,DAILY,5,284319061933917536
Abu Dhabi,UAE,54.34622832760362,24.48351657050198,65,2,4,0,1,4.83,8.33,DAILY,3,230652301416308800
Marseille,France,5.38062831409435,43.29386291992237,85,2,3,1,1,12.59,19.06,DAILY,4,247782406030289920
Valencia,Spain,-0.3910715226492664,39.42273010480264,123,3,5,0,1,4.09,3.71,DAILY,2,166201608686118112
Rabat,Morocco,-6.841182884030301,34.03831502859807,19,1,2,0,0,13.48,14.37,DAILY,5,50540595679619024
Paris,France,2.3225711588747013,48.906393108603574,178,5,11,0,0,14.19,11.73,DAILY,4,313443897275101120
Paris,France,2.3259794150190336,48.83727349131659,147,5,9,1,0,7.33,18.35,DAILY,5,295716491674848320
Barcelona,Spain,2.1368868592082446,41.375980405450804,173,5,11,1,1,7.98,18.32,DAILY,3,228579869736655936
Abu Dhabi,UAE,54.37810050239838,24.479791361859135,79,2,4,1,0,9.14,19.53,DAILY,1,129758927046852048
Paris,France,2.330319079450608,48.82944661976306,177,6,14,0,1,14.25,5.52,DAILY,4,357891087674924224
Abu Dhabi,UAE,54.39706012341066,24.417561484776417,19,1,4,1,0,7.79,18.76,DAILY,3,192850571455183936
Barcelona,Spain,2.147223145645154,41.433386206750654,45,2,6,1,0,9.4,5.49,DAILY,4,168873369551031456
Dubai,UAE,55.229515325356864,25.181753917590413,77,2,4,0,1,7.31,15.32,DAILY,3,293082705951076800
Valencia,Spain,-0.36937674354392086,39.47745248534535,47,2,6,1,0,11.56,16.81,DAILY,2,99494253640074720
Los Angeles,USA,-118.21054619351801,34.05793481951351,99,3,7,1,1,1.55,0.46,DAILY,2,385101635805592832
